Season,Episode,Character1,Character2,Dialogue
4,1,NILSSON,BURNHAM,Still trying to calculate. How long will shields hold?
4,1,BURNHAM,OWOSEKUN,"How long will shields hold? 15 minutes, if we're lucky."
4,1,OWOSEKUN,BURNHAM,"15 minutes, if we're lucky. Lieutenant Tilly, this is now a rescue mission. Prepare to beam back with Adira and the crew."
4,1,BURNHAM,OWOSEKUN,"Owosekun? I can't, either, the transport array isn't responding."
4,1,OWOSEKUN,BURNHAM,"I can't, either, the transport array isn't responding. Commander Stamets!"
4,1,BURNHAM,TILLY,"Tilly, can you get everyone to the station's shuttle bay? That's on Deck One and... and... we don't have EV suits up here."
4,1,TILLY,BURNHAM,That's on Deck One and... and... we don't have EV suits up here. What about an escape vessel? Every deck should have one.
4,1,BURNHAM,TILLY,"Make it fast, Ensign. The... the door is jammed from the outside. We can't separate the vessel from the station."
4,1,OWOSEKUN,BURNHAM,"Shield down to 30%. Commander Nilsson, how long will it take our DOTs to remove that debris?"
4,1,BURNHAM,NILSSON,"Commander Nilsson, how long will it take our DOTs to remove that debris? Longer than we have!"
4,1,NILSSON,DETMER,"Longer than we have! No, but I... I could take a worker bee."
4,1,DETMER,OWOSEKUN,"No, but I... I could take a worker bee. That's way too dangerous. If we lose shields..."
4,1,OWOSEKUN,BURNHAM,"That's way too dangerous. If we lose shields... Detmer's right, that's our best shot. But I'll do it. Rhys, you have the conn."
4,1,BURNHAM,TILLY,"I'm okay, I'm okay. Patch me through to engineering. Stamets, how we doing on shields? Commander Nalas, no! I can't allow you take your crew on a suicide mission."
4,1,TILLY,BURNHAM,"And you're leading them into a very dark place. Put down the phaser. Almost there! Got it! You're clear, Tilly!"
4,1,BURNHAM,NILSSON,Did you? Station crew is safely on board.
4,1,NILSSON,BURNHAM,Station crew is safely on board. How much time do we have left?
4,1,BURNHAM,OWOSEKUN,"How much time do we have left? After that last hit, four minutes if we're lucky."
4,1,OWOSEKUN,DETMER,"After that last hit, four minutes if we're lucky. When the shields are down, we'll be exposed. We could be destroyed."
4,1,DETMER,BURNHAM,"When the shields are down, we'll be exposed. We could be destroyed. We're not going anywhere."
4,1,BURNHAM,COMPUTER,"Are you pulling me from the chair, Madam President? Because if not, I have a job to do. Warning. Proximity alert. Warning. Proximity alert."
4,1,COMPUTER,TILLY,Warning. Proximity alert. Warning. Proximity alert. When's the last time you were back?
4,1,TILLY,COMPUTER,"Oh, er... I don't know, to be honest. Shuttle has arrived."
4,1,COMPUTER,TILLY,Shuttle has arrived. Let's go. Let's go.
4,1,TILLY,OWOSEKUN,Let's go. Let's go. We've lost shields.
4,1,OWOSEKUN,BURNHAM,We've lost shields. Is the escape vessel okay?
4,1,BURNHAM,NILSSON,Black alert. Structure breach on Deck Eight.
4,1,NILSSON,BURNHAM,Rerouting DOTs for repair. Jump!
4,1,BURNHAM,COMPUTER,Jump! All medical and emergency personnel to shuttle bay. Repeat. All medical and emergency personnel to shuttle bay.
4,1,COMPUTER,TILLY,All medical and emergency personnel to shuttle bay. Repeat. All medical and emergency personnel to shuttle bay. We're here! We're here! We're safe. We're good.
4,1,TILLY,BURNHAM,I can't... Come.
4,1,BURNHAM,OWOSEKUN,"The gravitational distortion. Captain? I inputted Kwejian's coordinates, but..."
4,1,OWOSEKUN,BURNHAM,No. These are the coordinates. Widen the search radius.
4,1,BURNHAM,OWOSEKUN,"Widen the search radius. I see something, but it's hundreds of thousands of kilometres away."
4,2,BURNHAM,TILLY,"I will take that, old friend. We couldn't believe it at first either, ma'am, but we've been analysing this data for the past 48 hours and the math doesn't lie."
4,2,TILLY,BURNHAM,We haven't found anything close in any of the available databases. And we should warn the areas immediately surrounding it. An anomaly this size could fling debris far beyond five light-years.
4,2,BURNHAM,T'RINA,"To get answers, we need more data. We have to get out there, scan this thing up close. Once you have the data, I offer the services of the Ni'Var Science Institute. We may not be Federation members, but a crisis such as this requires all to contribute."
4,2,T'RINA,TILLY,"It would also be prudent to prepare ourselves for civil unrest. This news may reawaken post-Burn fears. Sorry. Sorry, just, er... I was... Urgh, sorry. I'm just... keep making it more and more weird. I'm just gonna say it. You... did you get taller?"
4,2,TILLY,OWOSEKUN,"When I think about... Nalas and, er... Kwejian, all those people... Hell, life is just a blink, huh? It's... it is one heartbeat in the entire lifespan of the universe. Just don't really think I understood that before. Welcome back, Captain."
4,2,OWOSEKUN,BURNHAM,"Welcome back, Captain. How about Mister Saru?"
4,2,BURNHAM,DETMER,"Commander Detmer, jump us in but keep a safe distance. Aye, Captain. (twirl) We've reached the coordinates, Captain."
4,2,DETMER,BURNHAM,"Aye, Captain. (twirl) We've reached the coordinates, Captain. Yellow alert. On screen. Commander Owosekun, apply a polarising spectrographic filter."
4,2,BURNHAM,OWOSEKUN,"Yellow alert. On screen. Commander Owosekun, apply a polarising spectrographic filter. Aye, Captain."
4,2,OWOSEKUN,BURNHAM,"Aye, Captain. Tilly, get Commander Stamets up here. Detmer, how are we doing?"
4,2,BURNHAM,DETMER,"Tilly, get Commander Stamets up here. Detmer, how are we doing? Safely in the green zone, Captain. Matching the anomaly's speed to maintain relative distance."
4,2,DETMER,BURNHAM,"Safely in the green zone, Captain. Matching the anomaly's speed to maintain relative distance. Any strain on the ship?"
4,2,BURNHAM,OWOSEKUN,"Any strain on the ship? Subspace gravitational waves are present, but not the patterns we expected. It's very odd."
4,2,OWOSEKUN,BURNHAM,"Subspace gravitational waves are present, but not the patterns we expected. It's very odd. That's not the only thing. Binary black hole means we should be seeing two of them."
4,2,BURNHAM,TILLY,"Scientific observation, please? There's an accretion cloud made of both gas and dust, and large amounts of dark matter surrounding a gravity well, so a black hole makes sense, but..."
4,2,TILLY,BURNHAM,"There's an accretion cloud made of both gas and dust, and large amounts of dark matter surrounding a gravity well, so a black hole makes sense, but... Meaning?"
4,2,BURNHAM,TILLY,What else are our scans telling us? Not much. Scans can't penetrate the outer edge of the accretion cloud.
4,2,TILLY,BURNHAM,I already tried. The scans aren't viable unless we get closer. How close?
4,2,BURNHAM,TILLY,How close? Past the outer edge of dust and into the accretion cloud?
4,2,TILLY,DETMER,"Past the outer edge of dust and into the accretion cloud? That's in the yellow zone, Captain. Discovery would be at serious risk."
4,2,DETMER,BURNHAM,"That's in the yellow zone, Captain. Discovery would be at serious risk. We have to know what we're dealing with. Mister Saru?"
4,2,BURNHAM,NILSSON,We have to know what we're dealing with. Mister Saru? They're also way too small. Not enough mass to penetrate the dust.
4,2,NILSSON,TILLY,They're also way too small. Not enough mass to penetrate the dust. The science holds.
4,2,TILLY,BURNHAM,"The science holds. Commander Detmer, get ready. Commander Stamets, I want you with her to conduct the scans."
4,2,BURNHAM,ZORA,"Take me home, Zora. Yes, Captain."
4,2,ZORA,BURNHAM,"Yes, Captain. Picked the name herself."
4,2,BURNHAM,OWOSEKUN,"Owosekun, how's it looking out there? Gravitational fluctuations remain within safe parameters."
4,2,DETMER,BURNHAM,"Aye, Captain. Rhys?"
4,2,BURNHAM,TILLY,"Tilly? Captain, we're about to be hit by a subspace gravitational wave..."
4,2,TILLY,BURNHAM,"Captain, we're about to be hit by a subspace gravitational wave... Status report!"
4,2,BURNHAM,OWOSEKUN,Status report! I can't reach my station.
4,2,OWOSEKUN,BURNHAM,I can't reach my station. Zora!
4,2,BURNHAM,ZORA,Zora! Artificial gravity generators are unable to compensate for extreme...
4,2,ZORA,BURNHAM,Artificial gravity generators are unable to compensate for extreme... How long will they last?
4,2,BURNHAM,ZORA,How long will they last? It will pass in... Now.
4,2,ZORA,BURNHAM,It will pass in... Now. Is everybody okay?
4,2,BURNHAM,TILLY,Is everybody okay? That wasn't supposed to happen.
4,2,TILLY,BURNHAM,That wasn't supposed to happen. Red alert. Let's find out why it did. Where did it come from? Did we get pulled into the yellow zone?
4,2,BURNHAM,DETMER,Red alert. Let's find out why it did. Where did it come from? Did we get pulled into the yellow zone? No. We're still at a safe distance.
4,2,DETMER,BURNHAM,No. We're still at a safe distance. How's the tether?
4,2,BURNHAM,OWOSEKUN,"Damage report? Port nacelle needs repairing. Power failure in Engineering, hull integrity at 55% percent."
4,2,OWOSEKUN,BURNHAM,"Port nacelle needs repairing. Power failure in Engineering, hull integrity at 55% percent. Get Adira up here. I want you two to figure out what just happened, and if it's going to happen again."
4,2,BURNHAM,TILLY,"Get Adira up here. I want you two to figure out what just happened, and if it's going to happen again. Aye, Captain."
4,2,TILLY,BURNHAM,"Aye, Captain. Go. Make it fast."
4,2,BURNHAM,TILLY,"We will do our best. I need to know if one of those fluctuations will happen again, Tilly. On it. Oh!"
4,2,TILLY,BURNHAM,Captain! Er... good news. We know when the next disturbance is gonna hit. Bad news... it's in two seconds. Everybody brace!
4,2,BURNHAM,OWOSEKUN,Damage report. Injuries on multiple decks. Structural and power failures on decks 14 through 16.
4,2,OWOSEKUN,NILSSON,Injuries on multiple decks. Structural and power failures on decks 14 through 16. Another one of those and the artificial gravity generators will give out completely.
4,2,NILSSON,BURNHAM,"Another one of those and the artificial gravity generators will give out completely. Tilly, how much longer do we have?"
4,2,BURNHAM,TILLY,"Tilly, how much longer do we have? Four minutes. Then a minute and a half. Then 40 seconds."
4,2,TILLY,BURNHAM,Four minutes. Then a minute and a half. Then 40 seconds. Why so irregular?
4,2,BURNHAM,TILLY,Why so irregular? We don't know yet.
4,2,TILLY,BURNHAM,We don't know yet. Get back to it.
4,2,BURNHAM,TILLY,"Get back to it. Aye, Captain."
4,2,TILLY,BURNHAM,"Aye, Captain. We have to pull Book out."
4,2,BURNHAM,DETMER,"Detmer, pull us back. Aye, Captain."
4,2,COMPUTER,TILLY,"Engines at 30%. Data scan complete. Captain, we've got something."
4,2,TILLY,BURNHAM,"Oh, you bet. Er... why would I do that? Like kite-surfing. If you hit it at just the right angle, it will carry your ship out."
4,2,BURNHAM,COMPUTER,I'll tell you when. You just have to follow my mark exactly. Engines at 20%.
4,2,COMPUTER,BURNHAM,Engines at 20%. On my mark. Get ready... Now!
4,2,BURNHAM,OWOSEKUN,Any sign? Not yet.
4,2,OWOSEKUN,BURNHAM,Not yet. It's time to come home.
4,2,BURNHAM,TILLY,"It's time to come home. Nice work, you."
4,2,TILLY,BURNHAM,"Oh, I will. Hey."
4,2,BURNHAM,TILLY,I'm sorry. Mister Saru?
4,3,COMPUTER,J'VINI,Security breach. Stand down. I need to take your dilithium.
4,3,J'VINI,T'RINA,I'm sorry. You said these thefts began shortly after the gravitational anomaly was discovered. Might there be a connection?
4,3,T'RINA,GABRIELLE,"This would be an appropriate time for the Qowat Milat to join us. Thank you, President T'Rina."
4,3,GABRIELLE,T'RINA,"Thank you, President T'Rina. Thank you. Indeed, we are more than allies. It is my hope that we will soon be united under the flag of the Federation. The dangers posed by the anomaly make our cooperation all the more important. It is my understanding that, at the moment, no inhabited systems are threatened by its trajectory, yet it could change course at any time?"
4,3,GABRIELLE,BURNHAM,No. I have faith. Why would she steal the dilithium? The Federation is giving it away.
4,3,BURNHAM,GABRIELLE,Why would she steal the dilithium? The Federation is giving it away. I don't know. This is the first news we've heard of J'Vini in several years. But I trust she has a reason. The order must be allowed to discover that context.
4,3,GABRIELLE,BURNHAM,I don't know. This is the first news we've heard of J'Vini in several years. But I trust she has a reason. The order must be allowed to discover that context. Mom. She killed a Starfleet officer. You cannot excuse that with context.
4,3,BURNHAM,GABRIELLE,"Mom. She killed a Starfleet officer. You cannot excuse that with context. We do not excuse J'Vini's actions. However, we must be the ones to pursue her. I fear no one but her sisters will be able to bring her in alive."
4,3,GABRIELLE,T'RINA,"We do not excuse J'Vini's actions. However, we must be the ones to pursue her. I fear no one but her sisters will be able to bring her in alive. The unique ways of the Qowat Milat must be respected."
4,3,T'RINA,GABRIELLE,The unique ways of the Qowat Milat must be respected. As would the Qowat Milat.
4,3,GABRIELLE,T'RINA,"As would the Qowat Milat. Whatever J'Vini's circumstances, I think we can all agree that these actions cannot be allowed to continue. Bring her in. Safely."
4,3,T'RINA,BURNHAM,"Whatever J'Vini's circumstances, I think we can all agree that these actions cannot be allowed to continue. Bring her in. Safely. I'll prepare to leave immediately."
4,3,BURNHAM,GABRIELLE,I'll prepare to leave immediately. As will I.
4,3,GABRIELLE,BURNHAM,As will I. Of course.
4,3,BURNHAM,TILLY,"No. No. J'Vini took the life of a Starfleet officer. I will bring her to justice. I promise you that. No, you're almost finished. I was gonna ask you a question if you have a second."
4,3,TILLY,BURNHAM,Why? What happens if I do? Hey. Thought I'd find you here. Stamets give you another job?
4,3,BURNHAM,TILLY,"Hmm. But it can be a little hard to get out of your comfort zone when you can barely get out of the lab, you know? So getting the opportunity to do this, this... this could be really good for me. Er... I'm so sorry. Not that er... not that it's good that your sister is getting arrested. Obvi... Obviously, that's not... that's not good. That's... that's bad. That's not good at all."
4,3,TILLY,GABRIELLE,"Absolute candor. I dig that. You told me that when Spock was accused of murder, you didn't believe it. And your trust in your brother was justified."
4,3,GABRIELLE,BURNHAM,And I know her. Who is she to you? I need to know who I'm dealing with.
4,3,BURNHAM,GABRIELLE,"Who is she to you? I need to know who I'm dealing with. When I first came to this future, I was broken. A Qowat Milat sister nursed me back, unwavering, for more than a year."
4,3,GABRIELLE,BURNHAM,"When I first came to this future, I was broken. A Qowat Milat sister nursed me back, unwavering, for more than a year. Yes, you've told me."
4,3,BURNHAM,GABRIELLE,"Yes, you've told me. That sister was J'Vini. I was once her lost cause. She gave everything to heal me. I owe her everything."
4,3,GABRIELLE,COMPUTER,That sister was J'Vini. I was once her lost cause. She gave everything to heal me. I owe her everything. Approaching destination.
4,3,COMPUTER,GABRIELLE,Approaching destination. You need to leave your phasers on board. They are not the Qowat Milat way.
4,3,GABRIELLE,BURNHAM,You need to leave your phasers on board. They are not the Qowat Milat way. We are not Qowat Milat. And they'll be set to stun.
4,3,BURNHAM,GABRIELLE,"We are not Qowat Milat. And they'll be set to stun. If you go in there with phasers, I'll never get through to her."
4,3,GABRIELLE,BURNHAM,"If you go in there with phasers, I'll never get through to her. You want to put us in front of a member of your order unarmed? That's not gonna happen."
4,3,BURNHAM,GABRIELLE,You want to put us in front of a member of your order unarmed? That's not gonna happen. Did I say unarmed?
4,3,GABRIELLE,BURNHAM,Did I say unarmed? We'll be at a huge disadvantage.
4,3,BURNHAM,GABRIELLE,We'll be at a huge disadvantage. It was agreed that the ways of the Qowat Milat would be respected.
4,3,GABRIELLE,TILLY,It was agreed that the ways of the Qowat Milat would be respected. This is so outside my comfort zone. It's heavier than I expected.
4,3,TILLY,BURNHAM,"Sorry. So sorry. I moisturised my hands this morning. Apologies. But don't worry, I'll be good to go. Good, because... we're here."
4,3,BURNHAM,TILLY,"Good, because... we're here. I'm not reading any lifesigns on the surface."
4,3,TILLY,BURNHAM,I'm not reading any lifesigns on the surface. Check under the surface. She has to be some place around here.
4,3,BURNHAM,TILLY,"Check under the surface. She has to be some place around here. One inhospitable, uninhabited chunk of rock makes as good a hideout as any other, so... why this one?"
4,3,TILLY,BURNHAM,"One inhospitable, uninhabited chunk of rock makes as good a hideout as any other, so... why this one? Mom, did J'Vini have ties to a person or place nearby?"
4,3,BURNHAM,GABRIELLE,"Mom, did J'Vini have ties to a person or place nearby? If she did, she chose not to share it with her sisters."
4,3,GABRIELLE,TILLY,"If she did, she chose not to share it with her sisters. You were right. There's a cavity directly beneath us."
4,3,TILLY,BURNHAM,You were right. There's a cavity directly beneath us. Atmosphere?
4,3,BURNHAM,TILLY,Atmosphere? It's breathable. And I'm getting a faint reading from the dilithium tracker down there as well.
4,3,TILLY,COMPUTER,It's breathable. And I'm getting a faint reading from the dilithium tracker down there as well. Warning. Intruder alert.
4,3,COMPUTER,BURNHAM,Warning. Intruder alert. Mom.
4,3,BURNHAM,GABRIELLE,Mom. J'Vini.
4,3,GABRIELLE,J'VINI,"J'Vini. I didn't want more blood to be spilled. That can stop right now. Choose to live by leaving immediately. Come after me, your lives are forfeit."
4,3,J'VINI,TILLY,"I didn't want more blood to be spilled. That can stop right now. Choose to live by leaving immediately. Come after me, your lives are forfeit. We're totally gonna ignore that warning, aren't we?"
4,3,TILLY,BURNHAM,"We're totally gonna ignore that warning, aren't we? Mmm-hmm. Let's move."
4,3,BURNHAM,TILLY,Mmm-hmm. Let's move. Okay.
4,3,TILLY,GABRIELLE,Lost cause or lost civilisation? This feels like a mausoleum.
4,3,GABRIELLE,BURNHAM,This feels like a mausoleum. The degree of desiccation suggests these pods are several centuries old. Possibly older. Why would J'Vini bring dilithium to a crypt?
4,3,BURNHAM,GABRIELLE,"The degree of desiccation suggests these pods are several centuries old. Possibly older. Why would J'Vini bring dilithium to a crypt? I have no idea. As your lieutenant suggested, maybe she's simply utilising this moon as a safe house."
4,3,GABRIELLE,TILLY,"I have no idea. As your lieutenant suggested, maybe she's simply utilising this moon as a safe house. Hey, check it out. Grave robbers?"
4,3,TILLY,BURNHAM,"Hey, check it out. Grave robbers? Yeah. But why would a grave robber bother doing this?"
4,3,BURNHAM,GABRIELLE,Yeah. But why would a grave robber bother doing this? J'Vini's cloak.
4,3,GABRIELLE,BURNHAM,J'Vini's cloak. I've never seen a species like it. (scans) The database says unknown.
4,3,BURNHAM,TILLY,I've never seen a species like it. (scans) The database says unknown. I'm gonna go out on a limb and say that we found her lost cause.
4,3,TILLY,GABRIELLE,"I'm gonna go out on a limb and say that we found her lost cause. Unlikely. If J'Vini had pledged her sword to it, her oath would have ended with its demise."
4,3,GABRIELLE,BURNHAM,"Unlikely. If J'Vini had pledged her sword to it, her oath would have ended with its demise. How are you so sure that there's an oath here at all? I mean, you believe that she's operating from a place of honour? Her mercenaries just killed one of her own sisters."
4,3,BURNHAM,GABRIELLE,"How are you so sure that there's an oath here at all? I mean, you believe that she's operating from a place of honour? Her mercenaries just killed one of her own sisters. She'd only draw against us if she believed we pose a threat to her cause."
4,3,GABRIELLE,BURNHAM,"She'd only draw against us if she believed we pose a threat to her cause. No, Mom, she's not above the law."
4,3,BURNHAM,GABRIELLE,"No, Mom, she's not above the law. The reasons matter. I thought you'd understand that."
4,3,GABRIELLE,BURNHAM,The reasons matter. I thought you'd understand that. Is that why you agreed to a joint mission? Because you believe I'd give her the benefit of the doubt?
4,3,BURNHAM,TILLY,"Is that why you agreed to a joint mission? Because you believe I'd give her the benefit of the doubt? Hey, I just had a thought. My mom and I didn't really get along very well. She didn't really like children touching her or, like, needing things from her or actually generally being around her. Er... but if she was here right now, I would just... I would give her the biggest hug. Oh!"
4,3,TILLY,BURNHAM,"Hey, I just had a thought. My mom and I didn't really get along very well. She didn't really like children touching her or, like, needing things from her or actually generally being around her. Er... but if she was here right now, I would just... I would give her the biggest hug. Oh! Seismic activity?"
4,3,BURNHAM,TILLY,Seismic activity? No. Controlled matter-and-antimatter reactions. The dilithium's been activated.
4,3,TILLY,GABRIELLE,No. Controlled matter-and-antimatter reactions. The dilithium's been activated. This isn't a moon. It's a ship.
4,3,GABRIELLE,BURNHAM,This isn't a moon. It's a ship. And J'Vini just powered it up. Where's the dilithium?
4,3,BURNHAM,TILLY,And J'Vini just powered it up. Where's the dilithium? Tracker says it's... right above our heads. There should be a way up there.
4,3,TILLY,GABRIELLE,Tracker says it's... right above our heads. There should be a way up there. Fan out. Search the chamber.
4,3,GABRIELLE,BURNHAM,Fan out. Search the chamber. Or we could just take the turbolift.
4,3,BURNHAM,T'RINA,Or we could just take the turbolift. Our scientists often work in a deep meditative state to sharpen their focus and concentration.
4,3,T'RINA,TILLY,"I believe you require a different set of tools than I can offer, Mister Booker. As a Kwejian, emotion is as essential to you as air and blood, rendering the suppression of guilt inadequate. What you require is freedom from guilt. It is a truly bizarre reaction system. The controls must be housed somewhere else on the moon. Dilithium should be... Bingo. Hello, little tracker."
4,3,TILLY,BURNHAM,"It is a truly bizarre reaction system. The controls must be housed somewhere else on the moon. Dilithium should be... Bingo. Hello, little tracker. Can you power the ship down from here?"
4,3,BURNHAM,TILLY,"Can you power the ship down from here? I think so, but J'Vini will definitely know it's been sabotaged."
4,3,TILLY,BURNHAM,"I think so, but J'Vini will definitely know it's been sabotaged. Just see what you can do."
4,3,BURNHAM,GABRIELLE,This shows a supernova. A moon leaving its world. That's the ship we're on. Their own planet became unlivable. And that's no mausoleum out there.
4,3,GABRIELLE,BURNHAM,And that's no mausoleum out there. Cryostasis? The species in the cocoons are alive.
4,3,BURNHAM,GABRIELLE,Cryostasis? The species in the cocoons are alive. Now we've found her cause. She's protecting them from grave robbers.
4,3,GABRIELLE,TILLY,Now we've found her cause. She's protecting them from grave robbers. Got it.
4,3,TILLY,BURNHAM,Got it. Great work.
4,3,BURNHAM,TILLY,Great work. What now?
4,3,TILLY,BURNHAM,What now? Now... I need you to er... stay here. As bait.
4,3,BURNHAM,TILLY,Now... I need you to er... stay here. As bait. Sit here and be bait. I'm way outside my comfort zone now.
4,3,TILLY,J'VINI,Sit here and be bait. I'm way outside my comfort zone now. Move away from the engine. Now.
4,3,J'VINI,TILLY,"Move away from the engine. Now. I choose... I choose to live. 100%, I choose to live. Absolutely. Michael?"
4,3,TILLY,J'VINI,"I choose... I choose to live. 100%, I choose to live. Absolutely. Michael? You should have left, Gabrielle."
4,3,J'VINI,GABRIELLE,"You should have left, Gabrielle. I'm here to help you. I just need to understand..."
4,3,GABRIELLE,TILLY,I'm here to help you. I just need to understand... Captain?
4,3,TILLY,GABRIELLE,"Captain? No, Michael. I've got this."
4,3,GABRIELLE,BURNHAM,"Please. You don't have to do this. J'Vini, let her go."
4,3,BURNHAM,J'VINI,"J'Vini, let her go. You, get my warp drive back online."
4,3,J'VINI,BURNHAM,"You, get my warp drive back online. I know coming with us would mean that you abandoned your cause. What if you don't have to abandon it? I know you don't want to kill her. And I think we can offer you a solution."
4,3,BURNHAM,J'VINI,"I know coming with us would mean that you abandoned your cause. What if you don't have to abandon it? I know you don't want to kill her. And I think we can offer you a solution. You would say whatever you have to, to get me to drop my guard."
4,3,J'VINI,BURNHAM,"You would say whatever you have to, to get me to drop my guard. No. No. No lies, I promise you. We have a few minutes while Lieutenant Tilly repairs the systems."
4,3,BURNHAM,TILLY,"No. No. No lies, I promise you. We have a few minutes while Lieutenant Tilly repairs the systems. Oh, yeah. At least. I mean, I'm hurrying, but I really did a number on this thing, so..."
4,3,TILLY,BURNHAM,"Oh, yeah. At least. I mean, I'm hurrying, but I really did a number on this thing, so... The species sleeping in the cocoons, they're your lost cause, aren't they?"
4,3,BURNHAM,GABRIELLE,"The species sleeping in the cocoons, they're your lost cause, aren't they? You can trust her, J'Vini. She's my daughter."
4,3,GABRIELLE,J'VINI,"You can trust her, J'Vini. She's my daughter. They're Abronians, the last of their kind. Their biomatter has high concentrations of latinum. It's what the grave robbers wanted."
4,3,J'VINI,BURNHAM,"They're Abronians, the last of their kind. Their biomatter has high concentrations of latinum. It's what the grave robbers wanted. And the Abronian who wears your cloak was special to you?"
4,3,TILLY,J'VINI,"Going as fast as I can. I was travelling through the star system. Suddenly, I felt... love... community, family... and suffering. It was as if someone was calling out to me, begging me for help."
4,3,J'VINI,BURNHAM,"I was travelling through the star system. Suddenly, I felt... love... community, family... and suffering. It was as if someone was calling out to me, begging me for help. The telepathic distress signal was from Taglonen?"
4,3,BURNHAM,J'VINI,"Why? If they were supposed to be here, why move them? You know about the gravitational anomaly near this sector?"
4,3,J'VINI,BURNHAM,"You know about the gravitational anomaly near this sector? Yes, we do."
4,3,BURNHAM,J'VINI,"Yes, we do. Without the dilithium, I wouldn't have been able to move the Abronians to safety if it had come this way."
4,3,J'VINI,BURNHAM,"Without the dilithium, I wouldn't have been able to move the Abronians to safety if it had come this way. If you had asked, we would have given you the dilithium."
4,3,BURNHAM,J'VINI,"If you had asked, we would have given you the dilithium. I did ask."
4,3,J'VINI,TILLY,I did ask. Starfleet doesn't dispense dilithium to individuals. They would have wanted the name and location of the species J'Vini was representing.
4,3,TILLY,BURNHAM,Starfleet doesn't dispense dilithium to individuals. They would have wanted the name and location of the species J'Vini was representing. And you couldn't risk the Abronians' safety by asking on their behalf and revealing their existence.
4,3,BURNHAM,J'VINI,"I believe that the Abronians were meant to wake a long time ago. And there's no logical reason why they would have remained in cryostasis after their arrival, so I have to conclude that there was some kind of failure in the cryo-system. So... if we fix the problem and help them wake, won't your oath be fulfilled? You have until she finishes."
4,3,J'VINI,T'RINA,"You have until she finishes. Perhaps proof may be obtained another way. We do have a witness. Tachyons are superluminal. Upon hitting Kwejian's atmosphere, they would have created Cherenkov radiation, a glowing blue cast to the sky."
4,3,T'RINA,BURNHAM,There was no qualitative evidence of superluminous radiation. Tachyons were not present. I found the problem. They'll wake in a few minutes. That's why you kept them safe.
4,3,BURNHAM,GABRIELLE,"I found the problem. They'll wake in a few minutes. That's why you kept them safe. This path is at an end, J'Vini. The next path awaits."
4,3,GABRIELLE,J'VINI,"This path is at an end, J'Vini. The next path awaits. I'm sorry."
4,3,J'VINI,TILLY,"I'm sorry. I fixed the engine. That way, if the anomaly comes this way, the Abronians can escape."
4,3,TILLY,GABRIELLE,"I fixed the engine. That way, if the anomaly comes this way, the Abronians can escape. Let me."
4,3,GABRIELLE,J'VINI,Let me. I understand.
4,3,J'VINI,BURNHAM,I understand. Hey. You may want to see this.
4,3,BURNHAM,TILLY,Hey. You may want to see this. It's the path they're meant to be on. You gave them that.
4,3,TILLY,BURNHAM,It's the path they're meant to be on. You gave them that. We gave them that.
4,3,BURNHAM,TILLY,"We gave them that. J'Vini said she was unsure of her path until she met Taglonen. And then you said that there was another path ahead. The Qowat Milat are very big on the path thing, right?"
4,3,TILLY,GABRIELLE,"J'Vini said she was unsure of her path until she met Taglonen. And then you said that there was another path ahead. The Qowat Milat are very big on the path thing, right? Well, paths end and change throughout everyone's life. When we say choose to live, it's an abbreviated form of a longer saying. The path you are on has come to an end. Choose to live. If you find yourself at the wrong end of a Qowat Milat sword, it's pretty easy to see that particular path is over for you. You either move on to a new path and live, or you stay and die."
4,3,GABRIELLE,TILLY,"Well, paths end and change throughout everyone's life. When we say choose to live, it's an abbreviated form of a longer saying. The path you are on has come to an end. Choose to live. If you find yourself at the wrong end of a Qowat Milat sword, it's pretty easy to see that particular path is over for you. You either move on to a new path and live, or you stay and die. What if the death is more metaphorical?"
4,3,TILLY,GABRIELLE,"What if the death is more metaphorical? In everyday life, a path's end can be harder to recognise. You must be willing to look inside yourself with absolute candor."
4,3,GABRIELLE,TILLY,"In everyday life, a path's end can be harder to recognise. You must be willing to look inside yourself with absolute candor. Another thing you're very big on."
4,3,TILLY,GABRIELLE,"Another thing you're very big on. Thank you for what you did today. You wondered why I agreed to a joint mission. In truth, it was because I was afraid I might not be able to bring her in. And I knew you'd make me."
4,3,GABRIELLE,BURNHAM,"Thank you for what you did today. You wondered why I agreed to a joint mission. In truth, it was because I was afraid I might not be able to bring her in. And I knew you'd make me. Oh. Well, you were right, Mom. Reasons do matter. She kept an entire species from extinction. It doesn't erase her crimes but... it does mean something."
4,3,BURNHAM,T'RINA,The details of J'Vini's arrest are in her file. I would like to formally request that mitigating circumstances be taken into account during her sentencing. Peace and long life.
4,3,T'RINA,GABRIELLE,"Peace and long life. Jolan tru, daughter. May you find peace with this."
4,3,GABRIELLE,BURNHAM,"Jolan tru, daughter. May you find peace with this. Tell me she'll be held accountable."
4,3,BURNHAM,TILLY,That was a lot of analogy. Hello.
4,3,TILLY,BURNHAM,I'm sorry. Just kidding. Sorry. Kwejian forest. This was too painful a week ago.
4,4,BURNHAM,TILLY,Did she brief you on how exactly we're meant to participate? I still feel lost.
4,4,TILLY,COMPUTER,"No, Sasha, sit down. That's an order. Protective shielding deployed."
4,4,COMPUTER,TILLY,Protective shielding deployed. Can you get auxiliary systems working?
4,4,TILLY,BURNHAM,"Right. Good. Now we all know each other a little better. Go team. It appears you have a fan, Saru."
